Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),CODK Hide Product (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Neckline (product.metafields.shopify.neckline),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
phantom-cutout-tee,,,,,,,,,m,,,,,,,,,610.0,shopify,18,deny,manual,969.00,1799.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000002da87209afe6e408fd7587e6.png?v=1779131093,2,"",,,,,,,,,,,,,,,,,,,g,,480.00,
phantom-cutout-tee,,,,,,,,,l,,,,,,,,,610.0,shopify,19,deny,manual,969.00,1799.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260519_005543.png?v=1779132530,3,"",,,,,,,,,,,,,,,,,,,g,,480.00,
phantom-cutout-tee,,,,,,,,,xl,,,,,,,,,610.0,shopify,20,deny,manual,969.00,1799.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260518_155554.png?v=1779131079,4,"",,,,,,,,,,,,,,,,,,,g,,480.00,
phantom-cutout-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000003e0472069be02afafe76ee7e.png?v=1779131058,5,"",,,,,,,,,,,,,,,,,,,,,,
phantom-cutout-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000006e1872069c6e74c61fbf8e7b.png?v=1779133189,6,"",,,,,,,,,,,,,,,,,,,,,,
phantom-cutout-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260519_011518.png?v=1779133798,7,"",,,,,,,,,,,,,,,,,,,,,,
phantom-cutout-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260519_011739_jpg.jpg?v=1779133805,8,"",,,,,,,,,,,,,,,,,,,,,,
bang-white-henley,BANG WHITE HENLEY,"<p><img height=""210"" width=""260"" alt="""" src=""https://cdn.shopify.com/s/files/1/0800/0313/7790/files/WhatsApp_Image_2026-04-27_at_3.30.25_PM.jpg?v=1777284279""></p>
<p><strong>HENLEY </strong>BOXY FIT</p>
<p>Made For <strong>Indian </strong>Audience According Design</p>
<p>Model is wearing <strong>M size</strong><br><strong>Height</strong>: 5’9”<br><strong>Weight</strong>: 66 KG<br>Fit Model</p>
<p>This Henley tee is made with premium <strong>solid white </strong>waffle-<strong>texture fabric</strong>, the same textured material commonly used in high-quality waffle tees. The fabric feels soft, breathable, and comfortable while giving a clean and premium everyday look.</p>
<p>The signature black chest logo is done with high-quality <strong>laser printing</strong>, giving it a sharp and long-lasting finish that does not fade easily.</p>
<p>Designed in a modern <strong>Henley </strong>boxy fit, this tee is specially crafted according to Indian audience fitting and styling preferences. The buttoned Henley neckline adds a classy and elevated touch, making it different from regular basic tees and giving it a premium minimal streetwear <strong>vibe</strong>.</p>",CONFELION,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothes,"henley, henley teashirt, waffle",true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,7,deny,manual,969.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000a3787207a5ce0b7c31e575ee.png?v=1779372979,1,"",false,,,,,adults,wrinkle-resistant,white,,,crew,,s; m; l; xl,long,male,long,,,g,,,active
bang-white-henley,,,,,,,,,m,,,,,,,,,500.0,shopify,9,deny,manual,969.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000003d8072088535993b3277b654.png?v=1777288748,2,"",,,,,,,,,,,,,,,,,,,g,,,
bang-white-henley,,,,,,,,,l,,,,,,,,,500.0,shopify,10,deny,manual,969.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_0000000063a072088a055402bfd14956.png?v=1777288670,3,"",,,,,,,,,,,,,,,,,,,g,,,
bang-white-henley,,,,,,,,,xl,,,,,,,,,500.0,shopify,10,deny,manual,969.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260427_015316.png?v=1777288748,4,"",,,,,,,,,,,,,,,,,,,g,,,
bang-white-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000005a3872089861bb3c7c4dc862.png?v=1777288749,5,"",,,,,,,,,,,,,,,,,,,,,,
bang-white-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260427_002630.png?v=1777288669,6,"",,,,,,,,,,,,,,,,,,,,,,
bang-white-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000009e907208830fae03e3d5014f.png?v=1777288669,7,"",,,,,,,,,,,,,,,,,,,,,,
bang-white-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000003de47208a9f69256fa986d47.png?v=1777288750,8,"",,,,,,,,,,,,,,,,,,,,,,
bang-white-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000c5e87208803d28d1c5440ee6.png?v=1777288750,9,"",,,,,,,,,,,,,,,,,,,,,,
bang-white-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_0000000051787208a6a414cafcf9f390.png?v=1777288751,10,"",,,,,,,,,,,,,,,,,,,,,,
bang-black-henley,BANG BLACK HENLEY,"<p><img src=""https://cdn.shopify.com/s/files/1/0800/0313/7790/files/WhatsApp_Image_2026-04-27_at_3.30.25_PM.jpg?v=1777284279"" alt="""" width=""316"" height=""255""></p>
<p><strong>HENLEY </strong>BOXY FIT</p>
<p>Made For <strong>Indian </strong>Audience According Design</p>
<p>Model is wearing S size<br>Height: <strong>5’7</strong>”<br><strong>Weight</strong>: <strong>50 </strong>KG<br><strong>Skinny </strong>Model</p>
<p>This Henley tee is made with premium solid <strong>black waffle</strong>-texture fabric, the same textured material commonly used in high-quality waffle tees. The fabric feels soft, breathable, and comfortable while giving a clean and premium everyday look.</p>
<p>The signature green chest logo is done with high-quality <strong>laser printing</strong>, giving it a sharp and long-lasting finish that does not fade easily.</p>
<p>Designed in a modern Henley boxy fit, this tee is specially crafted according to Indian audience fitting and styling preferences. The buttoned Henley neckline adds a classy and elevated touch, making it different from regular basic tees and giving it a premium minimal <strong>streetwear </strong>vibe.</p>",CONFELION,Apparel & Accessories > Clothing > Clothing Tops > Shirts,clothes,"henley, teashirt, waffle teashirt",true,Size,s,product.metafields.shopify.size,,,,,,,,500000.0,shopify,3,deny,manual,969.00,1449.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_0000000019e471fa9713eb5a3e03a8d8.png?v=1779372508,1,"",false,,,,,adults,wrinkle-resistant,black,,,crew,,s; m; l; xl,long,male,long,,,kg,,,active
bang-black-henley,,,,,,,,,m,,,,,,,,,500000.0,shopify,7,deny,manual,969.00,1449.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000b778720bb97fea30de7521c8.png?v=1777284613,2,"",,,,,,,,,,,,,,,,,,,kg,,,
bang-black-henley,,,,,,,,,l,,,,,,,,,500000.0,shopify,9,deny,manual,969.00,1449.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000008c34720bbe8d7f4cbf7ecaf2.png?v=1777284696,3,"",,,,,,,,,,,,,,,,,,,kg,,,
bang-black-henley,,,,,,,,,xl,,,,,,,,,500000.0,shopify,9,deny,manual,969.00,1449.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000006d78720b8ab9cca8a0522254.png?v=1777284613,4,"",,,,,,,,,,,,,,,,,,,kg,,,
bang-black-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000ea30720bbbb6ff9c1f116d9f.png?v=1777284613,5,"",,,,,,,,,,,,,,,,,,,,,,
bang-black-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000fd407208a07ae6fff4c146ff.png?v=1777284613,6,"",,,,,,,,,,,,,,,,,,,,,,
bang-black-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000f068720b8d0234d1c1e5b6aa.png?v=1777284613,7,"",,,,,,,,,,,,,,,,,,,,,,
bang-black-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000007da871f9808eb565ae6c9c87.png?v=1777284688,8,"",,,,,,,,,,,,,,,,,,,,,,
bang-black-henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_000000007158720ba26cf2369aa39bcc.png?v=1777284716,9,"",,,,,,,,,,,,,,,,,,,,,,
cool-wash-wide-leg,COOL WASH WIDE LEG,"<p><img src=""https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260328_220737.png?v=1774715954"" alt="""" width=""338"" height=""272""></p>
<p><strong> WIDE BAGGY</strong></p>
<p><strong>MODEL </strong>Composition: <strong>Height 5.7 </strong>ft | Weight <strong>59 </strong>kg | Skinny Fit Model</p>
<p>A <span style=""text-decoration: underline;"">perfect </span>blend of classic style and everyday comfort.<br>Crafted from premium breathable denim with a slight stretch, designed for easy movement, durability, and a clean <strong>modern </strong>fit.<br>A versatile essential that pairs effortlessly with every casual look.</p>
<p><strong>FABRIC ;- DENIM</strong></p>
<p>📏 <strong>HOW </strong>TO <strong>MEASURE</strong></p>
<p>1. <strong>Waist </strong>– Measure around your natural waistline.<br>2. <strong>Rise </strong>– Measure from the waistband to the crotch.<br>3. <strong>Length </strong>– Measure from the waistband to the hem.<br>4. <strong>Thigh </strong>– Measure 1–2 inches below the crotch.<br>5. <strong>Leg Opening </strong>– Measure across the bottom hem</p>",CONFELION,Apparel & Accessories > Clothing > Pants > Jeans,clothes,"cool baggy, COOL WASH BAGGY, dusty jeans, wide leg, wide leg baggy",true,Size,26,product.metafields.shopify.size,,,,,,,,770.0,shopify,8,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260412_185919_jpg.jpg?v=1776081474,1,"",false,,,1,,adults,stretchable,blue; white,denim; cotton,wide,,long,26; 28; 30; 32; 34; 36,,unisex,,mid,,g,,,active
cool-wash-wide-leg,,,,,,,,,28,,,,,,,,,770.0,shopify,0,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_8271_JPG.jpg?v=1776081474,2,"",,,,,,,,,,,,,,,,,,,g,,,
cool-wash-wide-leg,,,,,,,,,30,,,,,,,,,770.0,shopify,0,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260412_185310_jpg.jpg?v=1776081474,3,"",,,,,,,,,,,,,,,,,,,g,,,
cool-wash-wide-leg,,,,,,,,,32,,,,,,,,,770.0,shopify,0,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260412_185750_jpg.jpg?v=1776081474,4,"",,,,,,,,,,,,,,,,,,,g,,,
cool-wash-wide-leg,,,,,,,,,34,,,,,,,,,770.0,shopify,4,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260413_171444_jpg.jpg?v=1776081475,5,"",,,,,,,,,,,,,,,,,,,g,,,
cool-wash-wide-leg,,,,,,,,,36,,,,,,,,,770.0,shopify,0,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260412_185452_jpg.jpg?v=1776081475,6,"",,,,,,,,,,,,,,,,,,,g,,,
cool-wash-wide-leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_20260413_171744_jpg.jpg?v=1776081475,7,"",,,,,,,,,,,,,,,,,,,,,,
dark-storm-black-baggy,DARK STORM BLACK BAGGY,"<p><img src=""https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000c2e471fa87bd7279d24c0239_ddae1332-b4f3-458d-8de1-b2ffb5907b99.png?v=1774728273"" alt="""" width=""371"" height=""247""></p>
<p><strong>BAGGY</strong></p>
<p><strong>MODEL </strong>Composition: <strong>Height 5.7 </strong>ft | Weight <strong>54 </strong>kg | Skinny Fit Model</p>
<p>A <span style=""text-decoration: underline;"">perfect </span>blend of classic style and everyday comfort.<br>Crafted from premium breathable denim with a slight stretch, designed for easy movement, durability, and a clean <strong>modern </strong>fit.<br>A versatile essential that pairs effortlessly with every casual look.</p>
<p>📏 <strong>HOW </strong>TO <strong>MEASURE</strong></p>
<p>1. <strong>Waist </strong>– Measure around your natural waistline.<br>2. <strong>Rise </strong>– Measure from the waistband to the crotch.<br>3. <strong>Length </strong>– Measure from the waistband to the hem.<br>4. <strong>Thigh </strong>– Measure 1–2 inches below the crotch.<br>5. <strong>Leg Opening </strong>– Measure across the bottom hem</p>",CONFELION,Apparel & Accessories > Clothing > Pants > Jeans,clothes,"baggy pant, black baggy, dark storm, flix baggy",true,Size,26,product.metafields.shopify.size,,,,,,,,750.0,shopify,4,deny,manual,1159.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3578.heic?v=1774728700,1,"",false,,,,,adults,stretchable,black,denim; cotton,,,long,26; 28; 30; 32; 34; 36,,male; female; unisex,,mid,,kg,,,active
dark-storm-black-baggy,,,,,,,,,28,,,,,,,,,750.0,shopify,6,deny,manual,1159.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3580.heic?v=1774728699,2,"",,,,,,,,,,,,,,,,,,,kg,,,
dark-storm-black-baggy,,,,,,,,,30,,,,,,,,,750.0,shopify,0,deny,manual,1159.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3577.heic?v=1774728700,3,"",,,,,,,,,,,,,,,,,,,kg,,,
dark-storm-black-baggy,,,,,,,,,32,,,,,,,,,750.0,shopify,8,deny,manual,1159.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_8486.heic?v=1776080201,4,"",,,,,,,,,,,,,,,,,,,kg,,,
dark-storm-black-baggy,,,,,,,,,34,,,,,,,,,750.0,shopify,3,deny,manual,1159.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3579.heic?v=1776080201,5,"",,,,,,,,,,,,,,,,,,,kg,,,
dark-storm-black-baggy,,,,,,,,,36,,,,,,,,,750.0,shopify,0,deny,manual,1159.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_8490.heic?v=1776080179,6,"",,,,,,,,,,,,,,,,,,,kg,,,
azure-fade-baggy,AZURE FADE BAGGY,"<p><img src=""https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000c2e471fa87bd7279d24c0239.png?v=1774724515"" alt="""" width=""382"" height=""254""></p>
<p><strong>MODEL Composition</strong>: Height <strong>5.7 </strong>ft | Weight <strong>54 </strong>kg | <strong>Skinny </strong>Fit Model</p>
<p>A <strong>perfect BAGGY </strong>blend of classic style and everyday comfort.<br>Crafted from premium breathable denim with a slight stretch, <strong>designed </strong>for easy movement, durability, and a clean modern fit.<br>A versatile essential that pairs effortlessly with every casual look.</p>
<p>---</p>
<p>📏 <strong>HOW </strong>TO <strong>MEASURE</strong></p>
<p>1. Waist – Measure around your natural waistline.<br>2. Rise – Measure from the waistband to the crotch.<br>3. Length – Measure from the waistband to the hem.<br>4. Thigh – Measure 1–2 inches below the crotch.<br>5. Leg Opening – Measure across the bottom hem.</p>",CONFELION,Apparel & Accessories > Clothing > Pants > Jeans,clothes,"azur fade bagg, baggy denim, baggy pant",true,Size,26,product.metafields.shopify.size,,,,,,,,750.0,shopify,4,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3556.heic?v=1774727768,1,"",false,,,2,,adults,stretchable,blue; gray,denim; cotton,straight-leg,,long,26; 28; 30; 32; 34; 36,,male; female; unisex,,mid,,kg,,,active
azure-fade-baggy,,,,,,,,,28,,,,,,,,,750.0,shopify,0,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3552.heic?v=1774727768,2,"",,,,,,,,,,,,,,,,,,,kg,,,
azure-fade-baggy,,,,,,,,,30,,,,,,,,,750.0,shopify,0,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3562.heic?v=1774727768,3,"",,,,,,,,,,,,,,,,,,,kg,,,
azure-fade-baggy,,,,,,,,,32,,,,,,,,,750.0,shopify,3,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3554.heic?v=1774727768,4,"",,,,,,,,,,,,,,,,,,,kg,,,
azure-fade-baggy,,,,,,,,,34,,,,,,,,,750.0,shopify,6,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_8493.heic?v=1776080436,5,"",,,,,,,,,,,,,,,,,,,kg,,,
azure-fade-baggy,,,,,,,,,36,,,,,,,,,750.0,shopify,0,deny,manual,1159.00,1599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3555.heic?v=1776080436,6,"",,,,,,,,,,,,,,,,,,,kg,,,
azure-fade-baggy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_8494.heic?v=1776080408,7,"",,,,,,,,,,,,,,,,,,,,,,
urban-drift-baggy,URBAN DRIFT BAGGY,"<p><img src=""https://cdn.shopify.com/s/files/1/0800/0313/7790/files/file_00000000c2e471fa87bd7279d24c0239.png?v=1774724515"" alt="""" width=""391"" height=""260""></p>
<p><strong>MODEL Composition</strong>: Height <strong>5.7 </strong>ft | Weight 54 kg | <strong>Skinny Fit Model</strong></p>
<p>A <strong>perfect </strong>blend of classic style and everyday comfort.<br>Crafted from premium breathable denim with a slight <strong>stretch</strong>, <span style=""text-decoration: underline;"">designed </span>for easy movement, durability, and a clean modern fit.<br>A versatile essential that pairs effortlessly with every casual look.</p>
<p>---</p>
<p>📏 <strong>HOW </strong>TO <span style=""text-decoration: underline;"">MEASURE</span></p>
<p>1. <strong>Waist </strong>– Measure around your natural waistline.<br>2. <strong>Rise </strong>– Measure from the waistband to the crotch.<br>3. <strong>Length </strong>– Measure from the waistband to the hem.<br>4. <strong>Thigh </strong>– Measure 1–2 inches below the crotch.<br>5. <strong>Leg Opening </strong>– Measure across the bottom hem.</p>",CONFELION,Apparel & Accessories > Clothing > Pants > Jeans,clothes,"baggy fit, dusty jeans, urban drift, wide leg",true,Size,26,product.metafields.shopify.size,,,,,,,,750.0,shopify,8,deny,manual,1159.00,1699.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0800/0313/7790/files/IMG_3529.heic?v=1774725125,1,"",false,,,,,adults,stretchable,brown,denim; cotton,wide,,long,26; 28; 30; 32; 34; 36,,male; female; unisex,,,,kg,,,active
